"","campaign_id","month(act_date)","year(act_date)","Number of donations","avg(amount)","sum(amount)"
"4929","SA16",9,2020,22,14.636364,322
"4930","SJ12",10,2020,5,18,90
"4931","SA16",10,2020,26,16.615385,432
"4932","SA12",11,2020,12,17.5,210
"4933","SJ12",11,2020,6,16.666667,100
"4934","SV14",11,2020,25,13.8,345
"4935","SA16",11,2020,23,16.608696,382
"4936","DLU",10,2020,2,595.68,1191.36
"4937","DMM01",11,2020,2,325,650
"4938","SJ12",12,2020,5,18,90
"4939","SA16",12,2020,22,14.636364,322
"4940","DLU",11,2020,17,111.226471,1890.85
"4941","SV14",12,2020,26,20.961538,545
"4942","SJ12",4,2021,5,18,90
"4943","SA16",4,2021,24,15.916667,382
"4944","SJ12",1,2021,5,18,90
"4945","SA16",1,2021,26,16.615385,432
"4946","SV14",9,2020,27,20.555556,555
"4947","SJ12",5,2021,6,16.666667,100
"4948","SV14",5,2021,23,14.130435,325
"4949","SA16",5,2021,23,16.608696,382
"4950","SA12",5,2021,12,17.5,210
"4951","SJ12",6,2021,4,18.75,75
"4952","SV14",6,2021,25,21.4,535
"4953","SA16",6,2021,22,14.636364,322
"4954","SJ12",7,2021,5,17,85
"4955","SA16",7,2021,23,15.869565,365
"4956","SA12",8,2021,12,17.5,210
"4957","SV14",8,2021,22,14.318182,315
"4958","SA16",8,2021,22,16.590909,365
"4959","COVID",7,2021,1,5000,5000
"4960","SJ12",8,2021,6,15.833333,95
"4961","SJ12",9,2021,5,17,85
"4962","SV14",9,2021,24,21.875,525
"4963","SA16",9,2021,20,14.75,295
"4964","SJ12",10,2021,5,17,85
"4965","SA16",10,2021,22,16.136364,355
"4966","SA12",11,2021,12,17.5,210
"4967","SV14",11,2021,22,14.318182,315
"4968","SA16",11,2021,20,17.25,345
"4969","SJ12",11,2021,6,15.833333,95
"4970","SV14",12,2021,24,21.875,525
"4971","SA16",12,2021,19,15,285
"4972","SJ12",12,2021,5,17,85
"4973","SA16",1,2022,21,16.428571,345
"4974","SV19",1,2022,12,10.5,126
"4975","SJ12",1,2022,5,17,85
"4976","ECON",12,2021,3,31.556667,94.67
"4977","SJ12",2,2022,6,15.833333,95
"4978","SV14",2,2022,21,13.571429,285
"4979","SJ14",2,2022,17,17.352941,295
"4980","SA16",2,2022,20,17.25,345
"4981","SJ12",3,2022,5,17,85
"4982","LAL131",3,2022,37,17.972973,665
"4983","SJ14",3,2022,17,19.705882,335
"4984","SA16",3,2022,19,15,285
"4985","SJ14",4,2022,18,22.5,405
"4986","SA16",4,2022,20,16.75,335
"4987","MISSION",3,2022,4,347.5,1390
"4988","SJ12",4,2022,5,17,85
"4989","SJ12",5,2022,6,15.833333,95
"4990","LAL131",5,2022,45,19.888889,895
"4991","SJ14",5,2022,17,17.352941,295
"4992","SA16",5,2022,19,17.631579,335
"4993","DMM01",6,2010,2,6375,12750
"4994","LAF41",1,2005,15,79.666667,1195
"4995","INT",4,2005,10,51.7,517
"4996","DMA05",2,2005,12,179.083333,2149
"4997","INT",5,2005,4,41.25,165
"4998","CROIX",7,2005,7,2032.142857,14225
"4999","DMM01",10,2005,6,75,450
"5000","PAT05",9,2005,8,372.875,2983
"5001","CROIX",11,2005,18,63.555556,1144
"5002","2008DO",4,2006,7,100.398571,702.79
"5003","INT",2,2006,12,68.083333,817
"5004","INT",6,2006,15,44.2,663
"5005","PAP01",6,2006,4,13.835,55.34
"5006","INT",7,2006,15,99.466667,1492
"5007","DMM01",8,2006,6,184.166667,1105
"5008","CROIX",8,2006,7,286.571429,2006
"5009","PAP01",9,2006,4,52.5,210
"5010","2008",9,2006,8,1238.76875,9910.15
"5011","2008",11,2006,15,131.381333,1970.72
"5012","INT",1,2007,11,74.272727,817
"5013","PAP01",6,2007,10,8.968,89.68
"5014","DMM01",5,2010,3,433.333333,1300
"5015","PAP01",3,2009,8,20.375,163
"5016","DMA",12,2010,7,494.728571,3463.1
"5017","DMA07",7,2007,27,186.407407,5033
"5018","PAP01",8,2007,5,21.4,107
"5019","BULMA",9,2007,1,52,52
"5020","TVL",3,2010,8,30.24875,241.99
"5021","HOSP",7,2010,20,80.75,1615
"5022","PAP01",11,2007,3,19.333333,58
"5023","PAP01",10,2010,9,7.666667,69
"5024","AFN07",11,2007,9,45,405
"5025","TVL",1,2010,2,17.5,35
"5026","PAP01",2,2009,10,19.6,196
"5027","AFN07",2,2008,4,35,140
"5028","2008",1,2008,2,32.5,65
"5029","DGR",2,2008,8,93.75,750
"5030","SF08",2,2009,11,40.272727,443
"5031","PAP01",11,2010,13,26,338
"5032","DMM01",4,2008,2,270,540
"5033","PAP01",7,2008,7,31.414286,219.9
"5034","TRAMB",6,2008,4,82.5,330
"5035","DMA",6,2008,8,32.155,257.24
"5036","SF12",3,2013,7,36.714286,257
"5037","SF12",5,2013,7,34.571429,242
"5038","SF12",6,2013,7,36.714286,257
"5039","SF12",7,2013,10,31.2,312
"5040","SF12",8,2013,7,34.571429,242
"5041","SF12",9,2013,7,36.714286,257
"5042","SF12",10,2013,10,33.2,332
"5043","SF12",11,2013,6,37,222
"5044","HOSP",6,2009,10,71.5,715
"5045","SO08",9,2009,28,70.403571,1971.3
"5046","DMM01",7,2009,7,233.571429,1635
"5047","HOSP",7,2012,18,50.555556,910
"5048","HOSP",6,2012,16,54.6875,875
"5049","PO11",6,2012,8,385,3080
"5050","SA12",1,2013,15,14.6,219
"5051","SA12",7,2013,28,43.892857,1229
"5052","SF12",4,2013,10,31.2,312
"5053","HOSP",4,2011,3,61.666667,185
"5054","DSA",2,2013,42,57.47619,2414
"5055","DMA",8,2013,2,17.375,34.75
"5056","DMA",9,2013,8,908.71875,7269.75
"5057","DMA",10,2013,4,12509.9375,50039.75
"5058","DMA",12,2013,26,167.855769,4364.25
"5059","DMA",7,2011,11,128.344545,1411.79
"5060","HOSP",8,2011,24,47.916667,1150
"5061","DMA",2,2014,9,27.194444,244.75
"5062","SJ11",8,2012,5,83,415
"5063","BULMA",10,2011,3,30.666667,92
"5064","DSA",10,2011,37,294.728108,10904.94
"5065","SF12",3,2014,6,39.5,237
"5066","TVL",1,2012,1,20,20
"5067","DSA",2,2012,32,107.51375,3440.44
"5068","SF12",4,2014,10,33.2,332
"5069","DMA",4,2014,21,34.384286,722.07
"5070","DMA",11,2012,7,181.771429,1272.4
"5071","SF12",5,2014,6,37,222
"5072","DMA",5,2014,22,128.854545,2834.8
"5073","TVL",10,2012,3,70.49,211.47
"5074","HOSP",5,2014,12,57.916667,695
"5075","SF12",6,2014,6,39.5,237
"5076","SA12",7,2014,13,17.307692,225
"5077","SF12",7,2014,9,32.444444,292
"5078","DMA",7,2014,10,19.999,199.99
"5079","DFG",10,2012,4,133.75,535
"5080","SF12",8,2014,6,37,222
"5081","SF12",11,2017,5,36.4,182
"5082","SF12",9,2014,6,39.5,237
"5083","SF12",12,2013,7,39.571429,277
"5084","TVL",12,2013,4,49.5575,198.23
"5085","SA12",1,2014,14,15.357143,215
"5086","SF12",1,2014,9,32.444444,292
"5087","DMA",1,2014,5,16.95,84.75
"5088","SF12",2,2014,7,37.428571,262
"5089","DMA",9,2014,12,103.3125,1239.75
"5090","SF12",10,2014,8,34,272
"5091","DMA",10,2014,10,25.475,254.75
"5092","SF12",11,2014,6,37,222
"5093","DMA",11,2014,11,18.613636,204.75
"5094","HOSP",11,2014,11,96.664545,1063.31
"5095","SF12",12,2014,6,39.5,237
"5096","DMA",12,2014,14,52.437143,734.12
"5097","HOSP",12,2014,6,27.5,165
"5098","SF12",1,2015,7,34.571429,242
"5099","DMA",1,2015,11,16.817273,184.99
"5100","SF12",2,2015,6,37,222
"5101","DMA",3,2015,11,72.704545,799.75
"5102","SF12",3,2015,5,38.4,192
"5103","SF12",4,2015,7,34.571429,242
"5104","SF12",5,2015,6,37,222
"5105","DMA",5,2015,18,129.708333,2334.75
"5106","HOSP",5,2015,6,30,180
"5107","SF12",6,2015,5,38.4,192
"5108","DMA",6,2015,17,37.926471,644.75
"5109","SF12",7,2015,7,34.571429,242
"5110","SF12",8,2015,6,37,222
"5111","DMA",8,2015,19,70.776316,1344.75
"5112","DMA",9,2015,14,19.625,274.75
"5113","SF12",9,2015,5,38.4,192
"5114","SF12",10,2015,7,34.571429,242
"5115","SF12",11,2015,6,37,222
"5116","DMA",11,2015,14,24.625,344.75
"5117","SF12",12,2015,5,38.4,192
"5118","SF12",1,2016,6,37,222
"5119","DMA",1,2016,17,21.47,364.99
"5120","SF12",2,2016,6,37,222
"5121","DMA",2,2016,13,38.826923,504.75
"5122","SF12",3,2016,5,38.4,192
"5123","SF12",4,2016,6,37,222
"5124","DMA",4,2016,14,27.499286,384.99
"5125","SF12",5,2016,6,37,222
"5126","DMA",5,2016,12,33.729167,404.75
"5127","DMM01",5,2016,4,450,1800
"5128","HOSP",6,2016,5,18,90
"5129","DMA",6,2016,12,27.0625,324.75
"5130","SF12",6,2016,5,38.4,192
"5131","SF12",7,2016,6,37,222
"5132","DMA",7,2016,13,20.75,269.75
"5133","SF12",8,2016,6,37,222
"5134","DMA",8,2016,13,38.826923,504.75
"5135","SF12",9,2016,5,38.4,192
"5136","DMA",9,2016,11,20.431818,224.75
"5137","SF12",10,2016,6,37,222
"5138","DMA",10,2016,14,27.499286,384.99
"5139","SF12",11,2016,6,37,222
"5140","DMA",11,2016,12,33.729167,404.75
"5141","HOSP",11,2016,5,50,250
"5142","SF12",12,2016,5,38.4,192
"5143","DMA",12,2016,12,27.0625,324.75
"5144","SF12",1,2017,5,38.4,192
"5145","DMA",1,2017,11,21.363636,235
"5146","SF12",2,2017,6,37,222
"5147","DMA",2,2017,11,27.272727,300
"5148","BDON",2,2017,17,190.940588,3245.99
"5149","DMA",3,2017,10,22,220
"5150","SF12",3,2017,5,38.4,192
"5151","SF12",4,2017,5,38.4,192
"5152","DMA",4,2017,13,29.249231,380.24
"5153","SF12",5,2017,5,36.4,182
"5154","DMA",5,2017,9,18.888889,170
"5155","SF12",6,2017,4,38,152
"5156","DMA",6,2017,11,29.090909,320
"5157","DMA",7,2017,11,21.363636,235
"5158","SF12",7,2017,4,38,152
"5159","SF12",8,2017,5,36.4,182
"5160","DMA",8,2017,10,27,270
"5161","DMA",9,2017,10,22,220
"5162","SF12",9,2017,4,38,152
"5163","SF12",10,2017,4,38,152
"5164","DMA",10,2017,13,29.249231,380.24
"5165","SF12",12,2017,4,38,152
"5166","DMA",12,2017,10,22,220
"5167","SF12",1,2018,4,38,152
"5168","DMA",1,2018,11,21.363636,235
"5169","DMA",11,2017,9,18.888889,170
"5170","SF12",2,2021,4,43,172
"5171","SF12",2,2018,5,36.4,182
"5172","DMA",2,2018,10,27,270
"5173","DMA",3,2018,10,22,220
"5174","SF12",3,2018,4,38,152
"5175","SF14",2,2021,26,21.730769,565
"5176","SF12",4,2018,4,38,152
"5177","DMA",4,2018,12,28.353333,340.24
"5178","SF12",5,2018,5,36.4,182
"5179","DMA",5,2018,9,18.888889,170
"5180","SF12",6,2018,4,38,152
"5181","DMA",6,2018,11,29.090909,320
"5182","SF12",7,2018,4,38,152
"5183","DMA",7,2018,9,20.555556,185
"5184","SF12",8,2018,5,36.4,182
"5185","DMA",8,2018,9,28.888889,260
"5186","SF12",9,2018,4,38,152
"5187","DMA",9,2018,9,23.333333,210
"5188","SF12",10,2018,4,38,152
"5189","DMA",10,2018,11,30.021818,330.24
"5190","SF12",11,2018,5,36.4,182
"5191","DMA",11,2018,8,20,160
"5192","SF12",12,2018,4,38,152
"5193","DMA",12,2018,10,31,310
"5194","DMA",1,2019,9,20.555556,185
"5195","SF12",1,2019,4,38,152
"5196","SF12",2,2019,5,36.4,182
"5197","DMA",2,2019,8,20,160
"5198","SF14",2,2019,33,28.818182,951
"5199","DMA",3,2019,8,20,160
"5200","SF12",3,2019,4,38,152
"5201","SF12",4,2019,3,47.333333,142
"5202","DMA",4,2019,10,23.024,230.24
"5203","DMA",5,2019,8,20,160
"5204","SF14",5,2019,33,28.818182,951
"5205","BDON",4,2019,29,228.695517,6632.17
"5206","SF12",5,2019,4,43,172
"5207","SF12",6,2019,3,47.333333,142
"5208","DMA",6,2019,8,20,160
"5209","SA15",6,2019,17,15.588235,265
"5210","ECON",5,2019,2,60,120
"5211","SF12",7,2019,3,47.333333,142
"5212","DMA",7,2019,9,20.555556,185
"5213","SA15",7,2019,19,20.526316,390
"5214","SF12",8,2019,4,43,172
"5215","DMA",8,2019,8,20,160
"5216","SF14",8,2019,32,25.96875,831
"5217","SA15",8,2019,15,17.666667,265
"5218","SF12",9,2019,3,47.333333,142
"5219","DMA",9,2019,8,20,160
"5220","SA15",9,2019,17,15.588235,265
"5221","SF12",10,2019,3,47.333333,142
"5222","DMA",10,2019,10,23.024,230.24
"5223","SA15",10,2019,19,20.526316,390
"5224","SF12",11,2019,4,43,172
"5225","DMA",11,2019,8,20,160
"5226","SF14",11,2019,30,22.166667,665
"5227","SA15",11,2019,14,17.5,245
"5228","SF12",12,2019,3,47.333333,142
"5229","DMA",12,2019,8,20,160
"5230","SA15",12,2019,16,15.3125,245
"5231","SF12",1,2020,3,47.333333,142
"5232","SA15",1,2020,18,20.555556,370
"5233","DMA",1,2020,9,20.555556,185
"5234","SF12",2,2020,4,43,172
"5235","DMA",2,2020,8,20,160
"5236","SF14",2,2020,27,22.037037,595
"5237","COVID",1,2021,2,62.5,125
"5238","BDON",2,2020,7,307.142857,2150
"5239","SF12",3,2020,3,47.333333,142
"5240","SF19",3,2020,32,27.75,888
"5241","DMA",3,2020,8,20,160
"5242","SF12",4,2020,3,47.333333,142
"5243","DMA",4,2020,10,23.024,230.24
"5244","SF12",5,2020,4,43,172
"5245","DMA",5,2020,8,20,160
"5246","SF14",5,2020,27,22.037037,595
"5247","SF12",6,2020,3,47.333333,142
"5248","DMA",6,2020,8,20,160
"5249","SF19",6,2020,31,28.322581,878
"5250","DMA",2,2021,8,20,160
"5251","SF12",3,2021,3,47.333333,142
"5252","DMA",3,2021,8,20,160
"5253","SF12",7,2020,3,47.333333,142
"5254","DMA",7,2020,9,20.555556,185
"5255","SF19",3,2021,30,28.933333,868
"5256","SF12",8,2020,4,43,172
"5257","DMA",8,2020,8,20,160
"5258","SF14",8,2020,27,22.037037,595
"5259","SF12",9,2020,3,47.333333,142
"5260","DMA",9,2020,8,20,160
"5261","SF19",9,2020,31,28.322581,878
"5262","DMM01",9,2020,8,583.9375,4671.5
"5263","SF12",10,2020,3,47.333333,142
"5264","DMA",10,2020,10,23.024,230.24
"5265","SF12",11,2020,4,43,172
"5266","DMA",11,2020,8,20,160
"5267","SF14",11,2020,26,21.730769,565
"5268","SF12",12,2020,3,47.333333,142
"5269","DMA",12,2020,8,20,160
"5270","SF19",12,2020,31,28.322581,878
"5271","SF12",4,2021,3,47.333333,142
"5272","DMA",4,2021,10,23.024,230.24
"5273","DMA",1,2021,9,20.555556,185
"5274","SF12",1,2021,3,47.333333,142
"5275","SF12",5,2021,4,43,172
"5276","DMA",5,2021,8,20,160
"5277","SF14",5,2021,24,22.916667,550
"5278","DFEV",4,2021,1,165,165
"5279","SF12",6,2021,3,47.333333,142
"5280","DMA",6,2021,8,20,160
"5281","SF19",6,2021,29,29.586207,858
"5282","SF12",7,2021,3,47.333333,142
"5283","DMA",7,2021,8,22.5,180
"5284","SF12",8,2021,4,43,172
"5285","DMA",8,2021,7,22.142857,155
"5286","SF14",8,2021,23,23.26087,535
"5287","DMA",9,2021,7,22.142857,155
"5288","SF19",9,2021,29,29.586207,858
"5289","SF12",9,2021,3,47.333333,142
"5290","SF12",10,2021,3,47.333333,142
"5291","DMA",10,2021,9,25.026667,225.24
"5292","COVID",9,2021,2,2512.5,5025
"5293","SF12",11,2021,4,43,172
"5294","DMA",11,2021,7,22.142857,155
"5295","SF14",11,2021,21,23.571429,495
"5296","DMA",12,2021,7,22.142857,155
"5297","SF12",12,2021,3,47.333333,142
"5298","SF19",12,2021,29,29.586207,858
"5299","SF12",1,2022,3,47.333333,142
"5300","DMA",1,2022,8,22.5,180
"5301","BDON",12,2021,8,186.25,1490
"5302","SF12",2,2022,4,43,172
"5303","DMA",2,2022,7,22.142857,155
"5304","SF14",2,2022,21,23.571429,495
"5305","SF12",3,2022,3,47.333333,142
"5306","DMA",3,2022,7,22.142857,155
"5307","SF19",3,2022,28,29.571429,828
"5308","RLQ",3,2022,1,110,110
"5309","SF12",4,2022,3,47.333333,142
"5310","DMA",4,2022,9,25.026667,225.24
"5311","SF12",5,2022,4,43,172
"5312","DMA",5,2022,7,22.142857,155
"5313","SF14",5,2022,21,23.571429,495
"5314","SV19",5,2022,18,13.666667,246
"5315","URNES",5,2022,3,26.666667,80
"5316","DMA07",6,2007,5,244.2,1221
"5317","INT",6,2007,9,47.222222,425
"5318","TVL",7,2010,5,67.148,335.74
"5319","HOSP",6,2010,18,113.611111,2045
"5320","2008DO",7,2005,1,30,30
"5321","DMM01",8,2005,11,618.409091,6802.5
"5322","PAP01",9,2005,1,7.6,7.6
"5323","DMA05",10,2005,12,148.833333,1786
"5324","DMM01",11,2005,3,83.333333,250
"5325","DSA06",1,2006,15,147.232667,2208.49
"5326","PAP01",2,2006,6,19.333333,116
"5327","2008",3,2006,4,50,200
"5328","DMA06",9,2006,24,351.434583,8434.43
"5329","DMA07",2,2007,20,160.368,3207.36
"5330","DSA07",3,2007,34,47.699118,1621.77
"5331","PAT",10,2010,2,1034.795,2069.59
"5332","DMA",5,2010,12,96.666667,1160
"5333","HOSP",5,2010,3,200,600
"5334","CROIX",12,2008,1,100,100
"5335","DGR",11,2007,2,41.89,83.78
"5336","DMM01",10,2010,4,52.5,210
"5337","SO11",7,2012,36,160.833333,5790
"5338","PAT",4,2009,4,175,700
"5339","PAP01",1,2011,4,44.25,177
"5340","PAP01",6,2008,5,4.836,24.18
"5341","TVL",12,2009,12,61.25,735
"5342","CROIX",7,2008,1,100,100
"5343","PAPE8",8,2008,1,100,100
"5344","DMA",9,2008,15,196.666667,2950
"5345","PAT",9,2009,2,287.93,575.86
"5346","HOSP",11,2009,10,55.04,550.4
"5347","PAT",10,2009,2,23.135,46.27
"5348","TVL",10,2009,6,60,360
"5349","DMM01",3,2011,2,300,600
"5350","TVL",7,2013,2,60,120
"5351","TVL",8,2013,1,10,10
"5352","TVL",10,2013,1,10,10
"5353","TVL",11,2013,1,10,10
"5354","DFG",7,2011,8,82.5,660
"5355","LIBRB",8,2011,1,32,32
"5356","DGR",8,2011,17,60.117647,1022
"5357","DFG",8,2011,5,162,810
"5358","HOSP",9,2012,13,76.436923,993.68
"5359","TVL",8,2012,1,100,100
"5360","HOSP",10,2011,12,36.25,435
"5361","TVL",3,2014,3,7.126667,21.38
"5362","DFG",12,2011,10,183.3,1833
"5363","TVL",4,2014,2,10,20
"5364","TVL",5,2014,3,7.123333,21.37
"5365","URNES",5,2014,9,148.666667,1338
"5366","TVL",6,2014,2,10,20
"5367","DMM01",6,2013,8,1028.75,8230
"5368","DFG",9,2012,7,59.285714,415
"5369","TVL",7,2014,2,10,20
"5370","HOSP",9,2013,6,35,210
"5371","TVL",8,2014,2,10,20
"5372","DSA",10,2013,13,200.919231,2611.95
"5373","TVL",9,2014,2,10,20
"5374","TVL",1,2014,1,10,10
"5375","TVL",2,2014,1,10,10
"5376","CRUE",9,2014,14,1477.142857,20680
"5377","TVL",10,2014,2,10,20
"5378","TVL",11,2014,3,7.17,21.51
"5379","TVL",12,2014,2,10,20
"5380","TVL",1,2015,2,10,20
"5381","TVL",2,2015,3,252.703333,758.11
"5382","TVL",3,2015,3,7.23,21.69
"5383","TVL",4,2015,2,10,20
"5384","TVL",6,2015,3,23.333333,70
"5385","TVL",7,2015,2,10,20
"5386","DMM01",7,2015,7,554.285714,3880
"5387","HOSP",7,2015,8,52.5,420
"5388","TVL",8,2015,2,10,20
"5389","TVL",9,2015,2,10,20
"5390","TVL",10,2015,2,10,20
"5391","TVL",11,2015,2,10,20
"5392","BDON",11,2015,11,358.791818,3946.71
"5393","TVL",1,2016,2,10,20
"5394","TVL",11,2017,2,10,20
"5395","TVL",2,2016,2,10,20
"5396","TVL",3,2016,2,10,20
"5397","BDON",3,2016,15,116.132,1741.98
"5398","TVL",4,2016,2,10,20
"5399","HOSP",4,2016,12,89.4,1072.8
"5400","TVL",5,2016,2,10,20
"5401","TVL",6,2016,2,10,20
"5402","TVL",7,2016,2,10,20
"5403","TVL",8,2016,2,10,20
"5404","TVL",9,2016,2,10,20
"5405","TVL",10,2016,2,10,20
"5406","TVL",11,2016,3,7.236667,21.71
"5407","DMM01",11,2016,4,575,2300
"5408","TVL",12,2016,2,10,20
"5409","TVL",1,2017,2,10,20
"5410","TVL",2,2017,2,10,20
"5411","TVL",3,2017,2,10,20
"5412","AND20",3,2017,4,475,1900
"5413","TVL",4,2017,2,10,20
"5414","TVL",5,2017,2,10,20
"5415","TVL",6,2017,2,10,20
"5416","TVL",7,2017,2,10,20
"5417","TVL",8,2017,2,10,20
"5418","CRUE",7,2017,8,46.25,370
"5419","TVL",9,2017,2,10,20
"5420","TVL",10,2017,2,10,20
"5421","TVL",12,2017,2,10,20
"5422","TVL",1,2018,2,10,20
"5423","TVL",2,2018,2,10,20
"5424","BDON",1,2018,5,900,4500
"5425","TVL",3,2018,2,10,20
"5426","TVL",4,2018,2,10,20
"5427","TVL",5,2018,2,10,20
"5428","TVL",6,2018,2,10,20
"5429","TVL",7,2018,2,10,20
"5430","TVL",8,2018,2,10,20
"5431","SJ16",2,2021,14,14.071429,197
"5432","TVL",9,2018,2,10,20
"5433","TVL",10,2018,2,10,20
"5434","TVL",11,2018,2,10,20
"5435","TVL",12,2018,2,10,20
"5436","BDON",12,2018,21,198.333333,4165
"5437","TVL",1,2019,2,10,20
"5438","TVL",2,2019,2,10,20
"5439","TVL",3,2019,2,10,20
"5440","TVL",4,2019,2,10,20
"5441","TVL",5,2019,2,10,20
"5442","SPECTBN",5,2019,6,1300,7800
"5443","TVL",6,2019,2,10,20
"5444","TVL",7,2019,2,10,20
"5445","RLQ",7,2019,1,2499.74,2499.74
"5446","TVL",8,2019,2,10,20
"5447","TVL",9,2019,2,10,20
"5448","TVL",10,2019,2,10,20
"5449","TVL",11,2019,2,10,20
"5450","TVL",12,2019,2,10,20
"5451","TVL",1,2020,2,10,20
"5452","TVL",2,2020,2,10,20
"5453","BDON",1,2020,7,97.285714,681
"5454","TVL",3,2020,2,10,20
"5455","TVL",4,2020,2,10,20
"5456","TVL",6,2020,2,10,20
"5457","CRUE",5,2020,6,34.166667,205
"5458","TVL",2,2021,2,10,20
"5459","TVL",3,2021,2,10,20
"5460","TVL",7,2020,2,10,20
"5461","SJ16",3,2021,14,14.071429,197
"5462","LAL16",3,2021,35,20.914286,732
"5463","TVL",8,2020,2,10,20
"5464","BDON",7,2020,8,130,1040
"5465","TVL",9,2020,2,10,20
"5466","SJ16",9,2020,14,14.071429,197
"5467","LAL16",9,2020,37,20.324324,752
"5468","TVL",10,2020,2,10,20
"5469","SJ16",10,2020,19,17.210526,327
"5470","TVL",11,2020,2,10,20
"5471","SJ16",11,2020,14,14.071429,197
"5472","BDON",11,2020,4,102.5,410
"5473","TVL",12,2020,2,10,20
"5474","SJ16",12,2020,14,14.071429,197
"5475","LAL16",12,2020,37,20.72973,767
"5476","SJ16",4,2021,17,17.176471,292
"5477","TVL",4,2021,2,10,20
"5478","TVL",1,2021,2,10,20
"5479","SJ16",1,2021,19,17.210526,327
"5480","TVL",5,2020,2,10,20
"5481","TVL",5,2021,2,10,20
"5482","SJ16",5,2021,12,13.5,162
"5483","TVL",6,2021,2,10,20
"5484","SJ16",6,2021,12,13.5,162
"5485","LAL16",6,2021,35,20.914286,732
"5486","TVL",7,2021,2,10,20
"5487","SJ16",7,2021,17,17.176471,292
"5488","TVL",8,2021,2,10,20
"5489","SJ16",8,2021,13,14.769231,192
"5490","TVL",9,2021,2,10,20
"5491","SJ16",9,2021,11,13.818182,152
"5492","LAL16",9,2021,32,21.625,692
"5493","TVL",10,2021,2,10,20
"5494","SJ16",10,2021,16,17.625,282
"5495","TVL",11,2021,2,10,20
"5496","SJ16",11,2021,12,15.166667,182
"5497","SJ16",12,2021,11,13.818182,152
"5498","LAL16",12,2021,31,22,682
"5499","TVL",12,2021,2,10,20
"5500","TVL",1,2022,2,10,20
"5501","SJ16",1,2022,16,17.625,282
"5502","TVL",2,2022,2,10,20
"5503","SJ16",2,2022,12,15.166667,182
"5504","TVL",3,2022,2,10,20
"5505","SV14",3,2022,23,21.521739,495
"5506","SJ16",3,2022,11,13.818182,152
"5507","LAL16",3,2022,29,21.965517,637
"5508","TVL",4,2022,2,10,20
"5509","SJ16",4,2022,14,18,252
"5510","TVL",5,2022,2,10,20
"5511","SV14",5,2022,18,13.055556,235
"5512","SJ16",5,2022,10,15.2,152
"5513","DMA05",6,2005,15,183.48,2752.2
"5514","LM1",6,2005,1,5,5
"5515","S26",6,2005,1,200,200
"5516","2008",10,2005,9,50,450
"5517","CROIX",2,2006,5,41,205
"5518","CROIX",4,2006,7,306.82,2147.74
"5519","DMM01",9,2006,5,65,325
"5520","CROIX",1,2005,17,2134.117647,36280
"5521","SF06",1,2007,6,25.833333,155
"5522","PAP01",3,2007,4,15.6625,62.65
"5523","TVL",5,2010,5,29,145
"5524","2008DO",9,2008,6,161.666667,970
"5525","PAP01",8,2010,2,7,14
"5526","SF08",1,2009,13,46.230769,601
"5527","SF08",3,2009,1,15,15
"5528","SF09",1,2010,5,234,1170
"5529","DGR",12,2007,8,30,240
"5530","DSA",1,2008,25,91.1236,2278.09
"5531","DGR",4,2008,6,533.333333,3200
"5532","2008DO",5,2008,6,137.5,825
"5533","HOSP",12,2009,7,77.857143,545
"5534","PAPE",6,2008,6,220,1320
"5535","REL3",9,2008,1,10,10
"5536","AHS09",12,2009,2,42,84
"5537","SF08",5,2009,6,74.166667,445
"5538","DMA",11,2010,8,81.115,648.92
"5539","SF10",1,2011,7,105.714286,740
"5540","BULMA",3,2011,2,19,38
"5541","LAL",1,2013,3,23.333333,70
"5542","SILOE",10,2012,1,200,200
"5543","DMM01",9,2012,9,394.444444,3550
"5544","PO11",4,2012,17,218.529412,3715
"5545","BULMA",4,2012,2,28,56
"5546","DMA",9,2012,5,341.99,1709.95
"5547","HOSP",4,2012,3,366.666667,1100
"5548","TRAMB",9,2011,1,30,30
"5549","DMM01",9,2011,9,128.888889,1160
"5550","DMA",1,2012,2,50,100
"5551","URNES",9,2012,5,92,460
"5552","SO11",10,2012,7,255,1785
"5553","HOSP",12,2012,7,87.142857,610
"5554","DSA",8,2013,6,279.103333,1674.62
"5555","HOSP",3,2015,4,16.25,65
"5556","CRUE",4,2015,9,28.888889,260
"5557","ECON",9,2015,7,107.142857,750
"5558","HOSP",9,2015,10,18.5,185
"5559","DMM01",8,2007,8,203.125,1625
"5560","HOSP",8,2016,7,30,210
"5561","DMM01",12,2017,3,1216.666667,3650
"5562","BDON",3,2019,10,86.3,863
"5563","DMM01",7,2019,6,235.833333,1415
"5564","SF19",2,2020,20,25.15,503
"5565","SF19",5,2020,16,23.625,378
"5566","SF19",2,2021,16,23.625,378
"5567","SF19",8,2020,16,23.625,378
"5568","SF19",11,2020,16,23.625,378
"5569","SF19",5,2021,14,25.571429,358
"5570","DMM01",7,2021,2,730.5,1461
"5571","SF19",8,2021,14,25.571429,358
"5572","SF19",11,2021,14,25.571429,358
"5573","SF19",2,2022,14,25.571429,358
"5574","BDON",1,2022,4,165,660
"5575","SF19",5,2022,13,26,338
"5576","PAP01",1,2005,1,5,5
"5577","PAT04",9,2005,1,150,150
"5578","LM06",6,2006,1,20,20
"5579","DMA06",7,2006,14,196.285714,2748
"5580","2008",7,2006,8,88.125,705
"5581","DMA06",10,2006,12,72.8725,874.47
